I,II,III,aVR,aVL,aVF,V1
0.02666614,-0.10385194,-0.078199275,-0.064479835,-0.10777983,0.32960403,0.5368712
0.033767525,-0.074117884,-0.11041175,-0.107290536,-0.11410299,0.33382997,0.52616817
0.041519005,-0.083104424,-0.10074582,-0.072973326,-0.050329566,0.32723385,0.50663894
0.029626539,-0.10324343,-0.08008003,-0.062965475,-0.085492514,0.44637188,0.54964954
0.06545608,-0.08171589,-0.05056733,-0.10505511,-0.069321126,0.43459964,0.55964696
0.041813664,-0.065740675,-0.06842328,-0.07992508,-0.040182818,0.43903837,0.50076145
0.045353267,-0.06504435,-0.07523652,-0.0612828,-0.08685723,0.45438048,0.5218143
0.04255179,-0.113347195,-0.0757444,-0.13402921,-0.08790334,0.45539576,0.51233405
0.051379357,-0.07767064,-0.08937795,-0.04839631,-0.077748604,0.42522916,0.53293645
0.030123658,-0.1025227,-0.08573555,-0.0677823,-0.07426723,0.46168944,0.51136154
-0.0008620566,-0.056570757,-0.06605781,-0.06027078,-0.036854304,0.49549735,0.54021007
0.03161808,-0.05867079,-0.10206093,-0.082608104,-0.043037307,0.45335647,0.5016704
0.009125696,-0.092061594,-0.062239967,-0.108555496,-0.06168354,0.4674061,0.48003203
0.010088167,-0.08916823,-0.08161747,-0.06316607,-0.044859048,0.48619902,0.4905803
0.030875,-0.08281789,-0.05708141,-0.07524435,-0.07715693,0.4855646,0.48777792
0.04238055,-0.118392594,-0.05411486,-0.07269442,-0.067353435,0.50467205,0.500265
0.01648784,-0.0663605,-0.106541544,-0.051327728,-0.07911014,0.48832983,0.47686628
0.02066735,-0.078278854,-0.08445358,-0.057580687,-0.09862933,0.50720316,0.48753518
0.046944443,-0.053159524,-0.08967358,-0.034138277,-0.048485532,0.5185751,0.45712516
0.016106253,-0.09427124,-0.10855762,-0.069225974,-0.061669085,0.5368929,0.46105003
0.06169791,-0.08442452,-0.092692725,-0.08586631,-0.07168059,0.552992,0.44506094
0.019329935,-0.10191055,-0.022954922,-0.07554837,-0.07182939,0.52684903,0.43745854
-0.028857151,-0.09160281,-0.0593268,-0.06320373,-0.1016413,0.5736254,0.47333178
0.0197466,-0.09489258,-0.03290718,-0.05093581,-0.090802446,0.53576964,0.42679265
-0.0633647,-0.051068395,-0.054405898,-0.10032855,-0.064264804,0.55940694,0.4272222
-0.044926733,-0.084687024,-0.08555865,-0.07055104,-0.08130404,0.5846384,0.4479669
-0.056991074,-0.067971185,-0.078090124,-0.03826387,-0.07480896,0.5517695,0.0876913
-0.072955735,-0.07780188,-0.058417886,-0.07499079,-0.07227974,0.52428305,0.104913026
-0.09440349,-0.09530683,-0.0611674,-0.05129729,-0.083566904,0.55613637,0.08109296
-0.07382791,-0.073013455,-0.08119429,-0.059785094,-0.08900581,0.5444438,0.058727723
-0.086386785,-0.057394307,-0.099576235,-0.05025916,-0.10162353,0.5533393,0.11112848
-0.080714785,-0.093259506,-0.0033490944,-0.08529953,-0.07203469,0.6004712,0.08082854
-0.05705971,-0.05264902,-0.071654275,-0.08493931,-0.056459107,0.5380518,0.06524618
-0.03515917,-0.08555168,-0.075072035,-0.068151824,-0.10142995,0.57004315,0.068594776
-0.060388837,-0.07794195,-0.06601558,-0.0989267,-0.068763226,0.54779696,0.07008912
-0.09192397,-0.057392642,-0.072860874,-0.073401116,-0.06238344,0.5603064,0.06077833
-0.05883732,-0.0809981,-0.0652748,-0.06267184,-0.08752098,0.5822547,0.036962047
-0.043518852,-0.06669998,-0.041712534,-0.031758767,-0.039008643,0.57440954,0.09593214
-0.079368286,-0.07346644,-0.0696636,-0.059118263,-0.07488693,0.56402385,0.061834052
-0.069573164,-0.06430546,-0.090147026,-0.05438825,-0.06891801,0.5557966,0.06476862
-0.066318296,-0.11422684,-0.06984494,-0.043322545,0.2842155,0.57517207,0.10144499
-0.08202832,-0.10292399,-0.07561839,-0.08562351,0.25846446,0.60285205,0.0449558
-0.053082097,-0.053728368,-0.037569728,-0.06934936,0.32038346,0.55030906,0.07042715
-0.06818308,-0.04502049,-0.04234174,-0.017255867,0.28731403,0.60599744,0.04012449
-0.05708895,-0.08368933,-0.06332909,-0.06706204,0.3077957,0.59097266,0.061001576
-0.08294398,-0.07007471,-0.09076886,-0.042865526,0.3304649,0.5933792,0.057180215
-0.07365693,-0.059013378,-0.08942561,-0.045633003,0.35359746,0.57096153,0.06748993
-0.050172832,-0.050756108,-0.064317994,-0.09418273,0.30852884,0.58680797,0.07432857
-0.0717889,-0.10488578,-0.057605777,-0.05812265,0.3268246,0.54159355,0.037022192
-0.029503822,-0.0817639,-0.07153556,-0.06110815,0.36890647,0.5465871,0.07535429
-0.071745776,-0.07040464,-0.07335644,-0.057153877,0.35591164,0.5732357,0.07514003
-0.058968402,-0.049399294,-0.07531808,-0.07854435,0.36531386,0.56160223,0.038722433
-0.044518426,-0.013201632,-0.06363812,-0.08550863,0.3359932,0.55027884,0.041885026
-0.0912448,-0.067437604,-0.11053273,-0.07239769,0.3544278,0.5005516,0.030387718
-0.09780002,-0.09072339,-0.08461037,-0.06453974,0.4397597,0.53904873,0.032388173
-0.09280243,-0.054243937,-0.074830316,-0.03858961,0.43295315,0.52122974,0.0126147205
-0.036742195,-0.03557396,-0.037843812,-0.025647659,0.42345652,0.55133337,0.050387893
-0.072734736,-0.059537288,-0.07797384,-0.033765614,0.453415,0.53419167,-0.0080492925
-0.010236402,-0.07953336,-0.057791024,-0.044196684,0.49722603,0.521803,0.017101329
-0.072387286,-0.041942455,-0.056571476,-0.08118914,0.47767532,0.5833843,0.028174642
-0.05711238,-0.047532495,-0.034845077,-0.068981335,0.51016366,0.547251,0.053117294
-0.02966142,-0.081025235,-0.035252072,-0.0563051,0.49227685,0.5433721,0.014209533
-0.020081112,-0.05257446,-0.061353028,-0.07285175,0.47925168,0.5618735,0.031634964
-0.018671393,-0.039956152,-0.06941116,-0.048357353,0.5257767,0.52925634,0.019393008
-0.035431784,-0.035961308,-0.07287577,-0.045189388,0.50997674,0.49298733,0.037821922
-0.038814653,-0.060624883,-0.06411717,-0.048570104,0.53029877,0.48565453,0.02431105
-0.047141317,-0.066153444,-0.06767252,-0.038489167,0.49485138,0.5175305,-0.042387668
-0.04311975,-0.034141496,-0.04761442,-0.0767788,0.54197174,0.45168117,-0.06969967
-0.06940497,-0.08258446,-0.049975056,-0.039724678,0.5473744,0.48576605,-0.07866175
-0.074438676,-0.049303114,-0.046238676,-0.07198761,0.5364119,0.43817216,-0.050732136
-0.057834815,-0.085167855,-0.03258165,-0.076586045,0.5189165,0.47766608,-0.067521885
-0.06086282,-0.036151603,-0.020201745,-0.046816804,0.53839046,0.48668885,-0.05685265
-0.06621467,-0.062311023,-0.054656845,-0.03283264,0.5556082,0.46893972,-0.050804615
-0.04291254,-0.031468622,-0.03485101,-0.047080018,0.5519604,0.4756855,-0.032002136
-0.037423547,-0.046701398,-0.063562855,-0.05611357,0.562991,0.48962194,-0.04079824
-0.054450076,-0.08068262,-0.032518074,-0.050015137,0.57472736,0.44068918,-0.069838405
-0.026355373,-0.02741342,-0.03467579,-0.053177435,0.5448383,0.14364426,-0.07880642
-0.078426726,-0.024568036,-0.035424624,-0.07811196,0.5378413,0.09123175,-0.02144532
-0.05915231,-0.03763339,-0.053397723,-0.08013152,0.5631375,0.1054022,-0.08693231
-0.06930096,-0.07019626,-0.068331674,-0.056541026,0.5600479,0.07359192,-0.06401457
-0.091979854,-0.060769398,-0.082539685,-0.053051982,0.5849226,0.11754774,-0.04174422
-0.055986565,-0.051424406,-0.055133697,-0.054106303,0.55008614,0.1052983,-0.021557726
-0.056450963,-0.068090215,-0.02335576,-0.04049398,0.5941612,0.11315044,-0.05780924
-0.023429308,-0.019851372,-0.059895203,-0.058007836,0.6028096,0.084023826,-0.053151444
-0.040763598,-0.0504933,-0.0376773,-0.042120248,0.5775332,0.0569931,-0.07088038
-0.07354434,-0.10712756,-0.036181573,-0.055952337,0.5803369,0.090432875,-0.050528277
-0.015658764,-0.0459535,-0.05841434,-0.016273437,0.5651714,0.046364155,-0.0757437
-0.027999207,-0.059383027,-0.026092984,-0.050805606,0.5708739,0.072617024,-0.06742558
-0.040456448,-0.053596932,-0.11027162,-0.005283948,0.57456964,0.08215552,-0.03682059
-0.056305863,-0.059148565,-0.07623118,-0.044735946,0.6124085,0.12482899,-0.060447715
-0.07064201,-0.035312295,-0.069765866,-0.055726767,0.5827297,0.08256393,-0.033108246
-0.05857367,-0.028735777,-0.06752384,-0.06911849,0.558145,0.077850506,-0.054199677
-0.029030146,-0.045144055,-0.04407986,-0.07966289,0.58992076,0.07262471,-0.07818192
-0.012788254,-0.057266206,-0.044679224,-0.07030883,0.60136867,0.04582846,-0.027112674
-0.019289253,-0.05098087,-0.04227431,0.28296292,0.5841678,0.07313153,-0.076460645
-0.059604544,-0.049435563,-0.037905924,0.31477422,0.6136975,0.07217773,-0.061863307
-0.07189263,-0.06554888,-0.06850237,0.30257526,0.5993051,0.04941385,-0.05349426
-0.046354573,-0.037593726,-0.07353582,0.3229542,0.56201863,0.04367846,-0.029055726
-0.08421241,-0.03964277,-0.040917225,0.35086694,0.5710238,0.05637129,-0.059373315
-0.042050887,-0.017705418,-0.061118886,0.32937592,0.5854336,0.065853246,-0.06704859
-0.05113623,-0.023077182,-0.07959368,0.37851134,0.5462477,0.053918514,-0.04493072
-0.057174157,-0.061566927,-0.028426543,0.31909788,0.58476734,0.040530838,-0.052132744
-0.07941606,-0.031116031,-0.01961996,0.3451766,0.5410842,0.065776885,-0.056869812
-0.03691789,-0.06620896,-0.016046677,0.34286293,0.59486765,0.06917684,-0.042860188
-0.057511136,-0.032938477,-0.043116964,0.3777255,0.59043574,0.059199117,-0.07092904
-0.069922015,-0.056855958,-0.034005035,0.31942958,0.58008623,0.043853413,-0.08096048
-0.10363481,-0.06665464,-0.018792206,0.3404755,0.5539831,0.0653167,-0.0034149687
-0.046405107,-0.040253904,-0.058683127,0.3721843,0.56822544,0.047883518,-0.043771088
-0.010074365,-0.09901074,-0.023305845,0.41023192,0.5516861,0.026155228,-0.04203578
-0.011958153,-0.08020285,-0.03967541,0.46454915,0.5382822,0.06887337,-0.060823124
-0.05398856,-0.048396472,-0.026572403,0.43981245,0.5488821,0.053399865,-0.026892658
-0.056553535,-0.04286046,-0.040787436,0.44956446,0.5661954,0.042095475,-0.055179
-0.034795836,-0.051557697,-0.018246189,0.51348346,0.5494954,0.011182889,-0.09989428
-0.06380043,-0.075421445,-0.039362244,0.47396657,0.5738394,0.025801187,-0.05517339
-0.03745766,-0.059851333,-0.073173076,0.47374356,0.5561653,0.079136714,-0.04912176
-0.02783205,-0.03532947,-0.014115122,0.5282101,0.54986763,0.006638862,-0.046555325
-0.018274534,-0.031177564,-0.061763816,0.5247891,0.50018054,0.029793078,-0.04679343
-0.044475216,-0.042796597,-0.01741097,0.5357958,0.52214366,0.03248253,-0.055370428
-0.04620394,-0.01899379,-0.043935325,0.4969027,0.5018711,-0.03572093,-0.05696089
-0.05934785,-0.033840258,-0.018267978,0.4908303,0.51463586,-0.07173162,-0.047747772
-0.057982944,-0.05639445,-0.018749963,0.5292631,0.49939492,-0.03796181,-0.07435486
-0.045631465,-0.046711925,-0.032499027,0.53840667,0.5005017,-0.074824,-0.08025381
-0.03341054,-0.06881517,-0.030587144,0.5439362,0.5239009,-0.038809273,-0.03879674
-0.022141542,-0.042576015,-0.031960662,0.5709822,0.5066389,-0.053461194,-0.038118538
-0.056131624,-0.017826034,-0.08034454,0.5113507,0.5115666,-0.05738543,-0.022480035
-0.009868516,-0.026016485,-0.037355684,0.5676592,0.45353696,-0.023025943,-0.044833593
-0.044798434,-0.011335776,-0.061697245,0.5328027,0.48067442,-0.044088088,-0.06324851
-0.039456423,-0.045086782,-0.035605337,0.5759494,0.4926532,-0.029554863,-0.077822015
-0.053625874,-0.011759644,-0.061540492,0.5532634,0.4970911,-0.028545102,-0.056485564
-0.08681846,-0.042199735,-0.062032692,0.5502384,0.42949352,-0.012934582,-0.029883256
-0.02030421,-0.0085534165,-0.005886428,0.5579014,0.09829918,-0.062150273,-0.0091561405
-0.022899166,-0.03807318,-0.016247097,0.5445944,0.12556107,-0.019255731,-0.036554337
-0.042912986,-0.023141809,-0.03736929,0.5775469,0.10053506,-0.036957204,-0.061558235
-0.035596482,-0.0074340496,-0.033240926,0.5643403,0.085633025,-0.04449879,-0.054534707
-0.026266849,-0.040454186,-0.041543953,0.59839815,0.07225909,-0.059570644,-0.05355975
-0.06748536,-0.03186667,-0.02483692,0.598174,0.083659954,-0.024102632,-0.04435422
-0.046463802,-0.01010548,-0.049403835,0.6216582,0.068188384,-0.05432724,-0.01346484
-0.019645246,-0.038190603,-0.015655734,0.59756476,0.10242589,-0.025174407,-0.011552351
-0.06026361,-0.06159567,-0.04023956,0.6028153,0.11843129,0.0033787908,-0.03862294
-0.028953452,0.008035531,-0.04322155,0.622387,0.07449249,-0.015225069,-0.031163208
-0.061602537,-0.043866187,-0.03403664,0.5836344,0.10403232,-0.006642213,-0.050422058
-0.0247881,-0.030941578,-0.045939635,0.568044,0.11490809,-0.048496794,-0.068314865
-0.034474842,-0.01064188,-0.027188366,0.60325116,0.097033024,-0.018507354,0.0020047529
-0.06570949,-0.045576725,-0.0441541,0.5720549,0.063917786,-0.056291148,-0.07985659
-0.009756422,-0.053208567,-0.023680737,0.6506627,0.102860756,-0.037720867,-0.06976801
-0.04738693,-0.027620353,-0.008374968,0.6315879,0.09300921,0.0021303426,0.0032330186
-0.048543572,-0.06820005,-0.046724956,0.6464692,0.08989889,-0.044495367,-0.032006215
-0.027970105,-0.03773961,-0.034592997,0.6049677,0.08098072,-0.009754365,-0.054499786
-0.008651252,-0.026723227,-0.022397384,0.61507684,0.092503786,-0.0113110645,-0.017969927
-0.051582497,-0.036665097,-0.039983205,0.59503984,0.09977752,-0.009771235,-0.015804993
-0.02967408,-0.061776694,-0.021621265,0.6218693,0.13617027,-0.056247715,-0.05756139
-0.021972524,0.001334706,-0.019440876,0.57969904,0.089343615,-0.020044833,-0.04120576
-0.016327484,-0.028118832,-0.00852436,0.55276483,0.116023466,-0.033321567,-0.0126646785
-0.026301078,-0.0012068666,0.3103238,0.58724725,0.09162393,-0.008059972,-0.046168026
-0.036810353,-0.034670524,0.30969867,0.573205,0.08111148,-0.062569804,-0.023826523
-0.045661073,-0.046709508,0.32841802,0.6309445,0.08467179,-0.02175351,-0.0006130246
-0.027025446,-0.023364706,0.32113326,0.6365899,0.055830996,-0.02422082,-0.07659802
-0.04982975,-0.032702714,0.3575988,0.57092744,0.084914476,-0.06818931,-0.03521194
-0.08645222,-0.051580444,0.32879475,0.62334985,0.037454724,-0.045733623,-0.022792496
-0.018931866,0.0017326236,0.40430996,0.614893,0.05850925,-0.06426611,-0.06350405
-0.009221817,-0.03974592,0.3890856,0.5626404,0.07639436,-0.04182762,-0.03789274
-0.07419623,-0.063742906,0.36883205,0.58422273,0.09648102,-0.015953235,-0.006047605
-0.046768874,-1.0937818e-05,0.39123675,0.57823914,0.09958731,-0.022666948,-0.04066056
-0.013827477,-0.036296524,0.3463546,0.6024396,0.0645875,-0.02282256,-0.05589709
0.015303417,-0.03800297,0.43465206,0.560365,0.07074719,-0.046641454,-0.0032298563
-0.025066182,-0.06078981,0.37736514,0.5802486,0.08560593,-0.003073046,-0.016592022
-0.039677314,0.009701573,0.39163402,0.5656182,0.037586704,-0.02549365,-0.026494382
-0.028410029,-0.05054171,0.36168826,0.5857409,0.07050213,-0.024078025,-0.026719937
0.0031109366,-0.023217602,0.48860845,0.56870276,0.044053297,-0.0055786003,-0.0038209425
-0.03694002,-0.0057683303,0.46340054,0.5589265,0.055352654,-0.04384765,-0.01813017
-0.03963838,-0.015220202,0.4940696,0.5617877,0.047761396,-0.019083586,-0.010742297
-0.032942876,-0.024481094,0.4875227,0.60302734,0.063777104,-0.014818758,-0.037139334
-0.041987717,-0.056954462,0.48308605,0.55005306,0.06418017,-0.033832505,-0.061268244
-0.020100547,-0.03874845,0.49464592,0.53348845,-0.00473238,-0.009506486,-0.010115679
0.010307126,-0.018430436,0.5211991,0.561729,-0.015222467,-0.01264398,-0.0001678848
-0.0153570315,-0.0375621,0.49686015,0.5427771,-0.018385543,-0.023842152,-0.026309857
-0.02649755,-0.017383292,0.51317537,0.5127672,0.015629996,-0.0240935,-0.0036953494
-0.026918266,-0.007447172,0.5469322,0.5809644,-0.05156922,-0.010611087,-0.027786296
-0.051977117,-0.0014632414,0.59108377,0.5243873,0.013198898,-0.0049438784,-0.022527283
-0.0026820682,-0.04486785,0.55380416,0.51882327,-0.026140701,-0.019086266,0.014704312
-0.021531682,0.023957983,0.530975,0.524364,-0.008557107,0.0024288502,-0.02580534
-0.023214929,-0.0042557437,0.546894,0.55040073,-0.026118524,-0.0064348113,-0.026616719
0.04462671,-0.019269725,0.5596313,0.47668073,-0.033286277,-0.055004723,-0.056635033
-0.012890224,0.0029254495,0.55662006,0.51012045,-0.009173738,-0.046963215,-0.005063819
-0.033530675,0.028813303,0.5861236,0.5405208,0.002347713,0.0051498516,-0.03269168
-0.026651314,-0.046898562,0.5767094,0.49537587,-0.008664002,-0.023059623,-0.015179661
0.005215703,-0.022258464,0.59465706,0.46197376,-0.028595528,-0.014469694,-0.024053993
-0.015116601,-0.064950645,0.5741929,0.46804664,0.05484499,0.0054038013,-0.026297864
-0.045776118,-0.013157529,0.6108141,0.13035733,0.0069609135,-0.017138785,-0.01936515
0.00174571,-0.009330984,0.58463645,0.15243086,0.0020279775,-0.015893517,-0.017455915
-0.029629823,-0.017050182,0.57204324,0.11858239,-0.023326226,-0.033641525,0.00725464
0.021571174,-0.028985454,0.6383523,0.14141594,-0.028398098,-0.008494892,0.014509455
0.0060785646,-0.056512687,0.56148237,0.095649004,-0.02111918,-0.0037921525,-0.0025080948
-0.02409623,-0.0076791174,0.58621967,0.09491544,0.0064783394,-0.026707428,0.010281327
0.010843357,0.01433172,0.59130204,0.11352744,-0.034589056,-0.033217397,0.0023059794
-0.013046829,-0.026224308,0.65669197,0.15129817,-0.035768017,0.038121846,-0.0045116567
0.0030247704,-0.0052295043,0.6451807,0.12322999,-0.0032397523,-0.015888872,0.015072156
-0.0039626113,-0.045020156,0.6412737,0.12692471,-0.0072733387,-0.027331114,-0.039826762
-0.03021077,-0.004139377,0.6069668,0.12592746,-0.028689908,0.00084809103,-0.026972882
-0.025780816,-0.020777466,0.6641212,0.14174911,-0.03473389,-0.0139257,-0.02932785
0.008063399,-0.027784176,0.62481475,0.10652167,0.016222123,-0.034251142,-0.018563576
-0.018857144,-0.02736891,0.63867503,0.13161531,-0.0050215484,-0.0025005655,0.0015563702
-0.019860253,-0.019659515,0.62423736,0.100318216,-0.039058,-0.028849702,-0.034089353
-0.030515214,-0.0037640966,0.62099916,0.15565069,-0.037285272,0.020116396,-0.0013567791
-0.0025660987,-0.037281346,0.618129,0.09899027,-0.018268319,-0.0011479873,-0.022779299
0.030587258,-0.018605547,0.6199787,0.09632703,0.003993596,-0.016200848,-0.01760452
-0.031638905,-0.011117684,0.63717896,0.123909205,0.0016119276,-0.008101308,-0.006279935
-0.009428721,-0.031893894,0.63302124,0.11341724,0.01272046,0.008152652,0.023711853
0.018706579,0.026395472,0.6255464,0.11722928,-0.03934483,-0.0058186064,-0.023784773
-0.010755245,-0.026232326,0.6566953,0.11407479,-0.0046854834,0.033279773,-0.010764285
0.00026056342,-0.02217561,0.56732917,0.08652291,0.019731333,0.013930478,-0.030351376
-0.029659074,-0.027977362,0.6368519,0.13936657,0.01824483,0.0013409446,-0.022850158
0.0005307283,0.027934188,0.6408294,0.123705745,-0.000857214,-0.026775131,-0.029782243
-0.011402396,0.0033985944,0.6490651,0.13171674,0.03930086,-0.010597272,-0.0027638085
0.012431102,-0.026015338,0.6243105,0.09264176,0.0049022045,0.0022940016,0.0012226776
0.016840339,0.015217249,0.6290795,0.11017779,0.013947551,-0.023364611,0.006833605
0.045260105,-0.0025171938,0.64378476,0.10440241,-0.005642209,0.01933737,-0.021604162
0.005437803,0.3543719,0.65286547,0.12159211,-0.021774366,-0.025638007,0.0040040007
0.00073746016,0.34819543,0.6158399,0.120783836,-0.02328265,-0.01852298,-0.0035164647
-0.0015143035,0.34586582,0.6258312,0.099957034,-0.0017696852,-0.016647974,-0.0065570395
-0.012088762,0.37328827,0.6525371,0.064224996,-0.009255476,0.009851053,-0.029853893
0.0021208657,0.3612184,0.57479256,0.12863664,-0.040020525,-0.020747539,-0.0015837412
-0.010180148,0.41394952,0.60161436,0.10259449,-0.024787992,-0.04027165,-0.0005729877
-0.0005261488,0.35762864,0.64270747,0.077709824,-0.01026344,0.017865408,-0.0018607995
0.02283339,0.4190422,0.6330529,0.09638629,0.011027026,-0.012406287,0.004482454
-0.023272555,0.39130062,0.61929834,0.056384087,-0.0034631817,-0.024511857,0.010750209
0.02003277,0.40461877,0.59736145,0.106037736,-0.0042060865,-0.017861973,-0.024725268
0.02395444,0.42031124,0.58601844,0.053805947,-0.022126114,0.031947393,-0.006721783
-0.0043722563,0.39595395,0.5889901,0.077088386,-0.0015475644,-0.01515176,0.0083044665
-0.04407098,0.43065342,0.62877333,0.08464504,0.02474814,-0.0041012443,-0.0070017786
-0.013413295,0.3639247,0.582083,0.09876021,0.001854647,-0.010195223,0.017931616
0.02506008,0.40827942,0.59335995,0.07831898,-0.031026082,-0.025533061,0.00092375936
-0.0009601145,0.4840411,0.5727789,0.0121965045,-0.025533209,-0.015357125,-0.039601207
-0.020111734,0.48387417,0.60107297,-0.00068902696,0.011650089,-0.026147857,0.01666289
-0.009844121,0.5109415,0.5696514,-0.0003923416,-0.004234932,0.019369002,-0.0020906872
0.01744084,0.5291248,0.5745277,0.002337985,-0.00086316455,0.0026460213,-0.034765776
0.011940165,0.5415036,0.5387117,-0.0027756647,-0.011249189,0.05065905,-0.004040303
-0.0033961087,0.5381786,0.5358593,-0.03234887,0.011450778,-0.012795681,-0.023984754
-0.005576935,0.5258265,0.56387603,-0.013606917,-0.004258801,-0.015417652,0.016822178
-0.005698615,0.55216736,0.5326653,0.0070320447,-0.0015957167,0.032811742,0.0014197282
-0.01593469,0.55278546,0.59656733,-0.002468908,-0.014510956,0.023673052,-0.015961396
0.035197955,0.5743983,0.5083849,-0.00022574086,0.021324268,0.010585741,0.019107401
-0.003179081,0.57645684,0.5286156,-0.003199745,-0.0011553275,-0.019006502,0.012437842
0.02798734,0.5666309,0.53981227,-0.013627798,0.015801776,0.038544096,-0.0010711253
0.03444728,0.55304074,0.52689165,-0.0058410307,-0.019850872,0.0025788955,-0.02089099
0.024363909,0.5627512,0.5066859,-0.0017389441,0.039075352,-0.004215812,-0.012451785
-0.003858046,0.5694977,0.50404465,0.004877223,0.030321842,0.027633555,-0.012374798
0.013225564,0.5787293,0.49768606,0.013018529,-0.03304499,0.00470506,0.020080905
0.0050435783,0.5947935,0.5059238,0.0019164848,-0.010511259,-0.01778591,-0.028090455
-0.012170097,0.60798967,0.54472065,-0.014689164,0.015456628,0.0067099924,0.0049592443
0.012767492,0.5967723,0.15131898,-0.021681335,-0.020114267,-0.00934667,0.0012746186
-0.016924214,0.60207963,0.17306066,0.05860533,0.004024701,-0.05353024,0.027367363
0.030786352,0.60843873,0.15914637,-0.0155635355,0.015565401,-0.010601439,0.011687496
-0.001883499,0.5989221,0.17085029,-0.002963653,0.0037143289,-0.0031458645,0.018113052
0.011808016,0.5942513,0.09210216,0.01812483,0.018561598,-0.0153280785,-0.0027223765
0.013826448,0.5810199,0.14150313,0.0153779015,-0.0057059084,0.019665621,-0.016459273
0.0033583401,0.60544497,0.17318848,0.018953754,-0.03634719,-0.0070125153,0.0020269202
0.020645944,0.6318793,0.13502744,5.772682e-05,0.028554374,0.018480591,0.024455316
-0.00021050304,0.6112751,0.18109116,0.0140587315,0.028803863,-0.015378824,0.024785383
0.027088886,0.6233418,0.17486246,0.010889813,0.059735674,0.027847318,0.0010511884
-0.016881421,0.6400385,0.13510868,0.003795545,-0.034105558,-0.015491478,-0.007176704
0.012940854,0.6435822,0.13369861,0.015321457,0.025429904,-0.036417346,-0.01072032
0.049566783,0.6138824,0.12272462,0.031895515,-0.02858544,0.035533454,0.008055672
-0.008843634,0.65756464,0.12960425,0.010718987,0.046292856,-0.005954884,0.013894015
-0.0020172778,0.662166,0.116708614,0.011226678,0.021294959,0.046676204,0.04100145
0.022190245,0.61886233,0.14906605,0.033275306,-0.0071264897,0.023203924,0.014378702
0.015878018,0.6266674,0.110463835,0.03151359,0.027890833,0.02809165,0.024561703
0.019673107,0.6684948,0.1507202,0.044339232,0.0015996046,0.033569954,-0.002948855
0.02281819,0.64310867,0.15023407,-0.02209016,0.019042768,0.0152880335,0.013868466
0.026102632,0.6028665,0.10344192,0.031510588,0.017527416,0.015889311,0.016209772
0.035975765,0.620328,0.16662277,0.02581337,0.048665132,0.03940857,0.010971157
0.02235151,0.6442371,0.14482628,-0.0035579104,0.050453655,0.016382307,0.0137187615
0.009703153,0.62670946,0.14844339,0.019560063,0.0025829982,-3.523123e-05,0.017052675
0.028352741,0.64229065,0.117139496,0.0359237,0.03606338,0.02661644,0.024522003
0.053271655,0.65163875,0.14359221,-0.0013091611,0.02237082,-0.026998851,0.03865638
0.012993875,0.68051046,0.15247315,0.024497798,-0.012607091,0.042037725,0.32394454
-0.0034717259,0.64557374,0.12674305,0.033445932,0.0020942928,0.042827643,0.39850393
0.038532555,0.67279404,0.16749328,-0.0050294483,0.06311387,0.040354278,0.34885842
0.014355169,0.67972183,0.12704585,0.013917078,0.02391988,0.03995823,0.3959647
-0.026318988,0.6794794,0.14766057,0.02315377,0.037129994,0.015450897,0.44348407
0.034454204,0.6559782,0.12935632,0.0015831407,0.013264884,0.015372124,0.40196767
0.0071703256,0.61035085,0.13382931,0.0002938255,0.007078051,-0.0067159124,0.41272864
0.01643709,0.6580105,0.0872869,0.015546862,0.018793045,0.05320858,0.40909353
0.025257966,0.66878337,0.12670165,0.034651153,0.013296278,0.008917996,0.43467304
0.022798693,0.6450599,0.10312098,0.03186338,-0.010876359,0.025786405,0.43445766
0.38492823,0.68028355,0.099405766,0.002130515,-0.0007077397,0.024439676,0.41943285
0.3677242,0.6611444,0.14970288,0.032771923,0.033886254,-0.007079819,0.43625978
0.39230934,0.65371466,0.10900682,0.0033792835,0.0124842655,-0.014795422,0.42162198
0.38238698,0.66232437,0.091652445,-0.011736088,0.020981405,0.02057904,0.52281874
0.40780097,0.6453584,0.10294744,0.013493374,0.025534706,0.011761123,0.5243758
0.41069403,0.58677626,0.082508534,0.043664273,0.027465887,0.01941615,0.5428775
0.38495374,0.6244389,0.13555908,0.03469244,0.04450481,0.04288154,0.53314704
0.43057072,0.65600264,0.09130855,0.021909824,-3.265564e-05,0.026440144,0.5500682
0.40323207,0.6133942,0.114126384,0.013974872,0.033714037,0.037479434,0.5613542
0.43512335,0.62241316,0.12895873,0.014881143,0.037776943,0.031582948,0.5693772
0.4312283,0.6031729,0.09010831,0.025219167,0.042760503,0.016716784,0.5797305
0.4654751,0.6567865,0.03405067,0.0020414724,-0.0048481296,0.0033741589,0.5770012
0.42897844,0.65162843,0.0031749224,0.016814496,0.028873028,0.029071001,0.57079214
0.43110424,0.59706473,0.07305812,0.019831337,0.058464244,0.02582058,0.5940085
0.44225046,0.6142854,0.04323607,-0.0025130224,0.022526056,0.042811595,0.59442866
0.4410281,0.5941818,0.02102173,0.008104893,0.034543753,0.021855857,0.62393326
0.46744695,0.6163985,0.009782221,0.03344903,0.04084681,0.019292066,0.63168377
0.4999444,0.610458,0.023323644,0.025793811,0.0050941785,0.021013588,0.5862481
0.5172946,0.61252093,0.019168215,0.019792654,0.062644385,0.0075933575,0.63084424
